age,gender,region_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_session_duration,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn,plan_tier,logins_90d,active_days_90d,api_calls_90d,session_minutes_90d,days_since_active,days_since_joined
40,F,City,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14.0,174.18,20830.75,25.0,737.42,No,Yes,No,Not Applicable,Poor Product Quality,0,Enterprise,49,38,10290,1170.23,0,306
55,M,Village,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,14.0,458.81,15662.7,19.0,530.82,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1,Basic,16,14,246,328.59,1,168
32,M,City,Yes,Without Offers,Smartphone,Wi-Fi,18.0,174.18,32415.79,29.0,650.36,No,Yes,Yes,Unsolved,Too many ads,1,Basic,13,13,419,255.01,7,487
42,F,City,No,Without Offers,Desktop,Mobile_Data,12.0,133.52,7427.17,25.0,649.06,No,Yes,No,Not Applicable,No reason specified,1,Basic,20,17,319,472.5,3,978
61,F,City,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,17.0,32.71,10584.89,24.0,663.19,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1,Basic,11,11,363,234.11,5,488
50,M,Town,Yes,Without Offers,Desktop,Fiber_Optic,11.0,338.15,7665.66,17.0,575.97,Yes,No,Yes,No Information Available,Poor Customer Service,1,Basic,12,11,267,224.32,13,276
43,M,Village,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,4.0,645.24,21308.56,1.0,766.57,No,Yes,Yes,Solved,User Friendly Website,0,Pro,29,24,1648,633.66,1,677
30,M,City,Yes,Credit/Debit Card Offers,Both,Wi-Fi,13.0,1534.38,17862.33,27.0,745.59,No,Yes,No,Not Applicable,No reason specified,0,Enterprise,35,28,12389,822.44,2,665
23,F,City,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13.0,174.26,1551.47,27.0,300.047729,No,Yes,Yes,Solved,Too many ads,0,Pro,25,18,1470,443.51,4,665
60,F,Town,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,10.0,140.02,35646.67,12.0,698.25,No,Yes,Yes,Solved in Follow-up,Too many ads,1,Basic,12,12,359,208.71,1,852
23,F,City,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13.0,160.79,27234.07,18.0,708.97,Yes,No,Yes,Unsolved,No reason specified,0,Enterprise,42,34,7453,1089.68,3,796
26,M,Town,Yes,Without Offers,Smartphone,Fiber_Optic,12.0,194.14,19855.86,17.0,729.25,No,Yes,No,Not Applicable,No reason specified,0,Enterprise,36,30,7052,819.1800000000001,0,68
22,F,City,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,13.0,174.18,93747.11,1.0,792.28,No,Yes,No,Not Applicable,Products always in Stock,0,Enterprise,32,28,7592,623.33,4,500
50,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,7.0,523.97,49532.57,16.0,621.85,No,Yes,Yes,Solved in Follow-up,Poor Website,0,Basic,10,9,496,202.04,8,124
48,M,Town,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15.0,71.83,10389.47,17.0,631.39,No,Yes,No,Not Applicable,Poor Website,1,Pro,34,25,1939,1102.22,1,907
64,F,Town,Yes,Without Offers,Desktop,Wi-Fi,13.0,43.68,20619.02,27.0,725.5,No,Yes,No,Not Applicable,No reason specified,0,Enterprise,33,29,7827,503.96,0,292
55,M,Town,No,Without Offers,Desktop,Mobile_Data,13.0,128.75,16289.81,15.0,482.4450739,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,31,25,14946,644.9,0,29
46,F,City,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,4.0,647.03,43697.05,16.0,274.3133187,Yes,Yes,No,Not Applicable,Poor Customer Service,1,Pro,36,32,1560,959.14,1,477
25,M,Town,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,16.0,157.56,23299.78,6.0,719.15,No,Yes,No,Not Applicable,Poor Product Quality,0,Enterprise,38,32,9386,533.21,1,121
12,F,Town,No,Credit/Debit Card Offers,Desktop,Mobile_Data,20.0,119.33,12725.77,12.0,653.62,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,14,14,411,366.06,2,696
10,F,Town,Yes,Without Offers,Desktop,Wi-Fi,15.0,1850.489369,7381.73,12.0,626.11,Yes,No,No,Not Applicable,Poor Website,1,Basic,13,12,482,271.59000000000003,4,497
45,M,Town,Yes,Without Offers,Desktop,Mobile_Data,5.0,34.82,34372.19,17.0,546.53,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,15,14,453,293.69,7,917
53,F,Town,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,16.0,959.5668154,11901.65,5.0,764.02,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0,Enterprise,35,26,11880,510.81,0,550
16,F,Town,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11.0,109.82,29755.26,11.0,753.66,Yes,No,No,Not Applicable,No reason specified,0,Pro,22,20,1758,402.26,2,949
30,M,Town,No,Without Offers,Desktop,Fiber_Optic,14.0,174.18,30088.59,28.0,609.23,No,Yes,No,Not Applicable,Too many ads,1,Basic,13,13,505,203.34,11,910
28,F,Town,No,Credit/Debit Card Offers,Both,Fiber_Optic,13.0,218.51,35807.31,11.0,691.5,Yes,No,Yes,Solved,Too many ads,1,Basic,9,9,271,192.4,18,1048
57,F,Town,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17.0,343.12,22045.82,5.0,706.63,No,Yes,No,Not Applicable,Poor Website,1,Basic,14,13,440,220.15,7,1038
25,M,Village,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13.0,70.16,2637.23,28.0,698.25,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,13,10,310,326.77,0,766
33,M,Town,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15.0,286.91,14640.74,13.0,797.7,Yes,Yes,Yes,No Information Available,Poor Customer Service,0,Enterprise,35,28,7540,843.14,4,128
16,M,Town,Yes,Without Offers,Desktop,Mobile_Data,21.0,40.73,13959.38,12.0,501.03,Yes,No,No,Not Applicable,Poor Website,1,Basic,5,5,445,78.96000000000001,32,154
43,M,Town,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,9.0,33.67,8227.05,28.0,728.65,Yes,No,Yes,Solved,Too many ads,0,Enterprise,35,26,8950,823.79,2,120
56,F,Village,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10.0,63.06,54887.79,16.0,701.98,Yes,No,Yes,No Information Available,Products always in Stock,0,Pro,20,17,2382,282.62,0,209
42,F,City,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,8.0,164.96,42590.85,13.0,626.9,No,Yes,No,Not Applicable,Poor Website,1,Basic,9,9,366,125.31,8,349
32,M,Village,No,Without Offers,Desktop,Fiber_Optic,14.0,202.05,44222.09,27.0,614.88,Yes,No,Yes,Unsolved,No reason specified,1,Basic,14,13,426,215.41,3,713
35,F,Town,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,23.0,151.02,86778.58,1.0,838.46,No,Yes,Yes,No Information Available,User Friendly Website,0,Enterprise,63,46,7945,1612.78,1,420
14,F,Town,No,Gift Vouchers/Coupons,Both,Fiber_Optic,5.0,406.14,81072.21,17.0,846.58,Yes,Yes,Yes,Solved in Follow-up,Products always in Stock,0,Enterprise,46,40,6514,1042.4,1,639
15,F,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,22.0,30.48,9781.12,11.0,772.07,Yes,No,Yes,No Information Available,Poor Website,0,Pro,31,26,2438,693.66,3,976
64,M,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,15.0,34.29,26899.64,17.0,709.2,Yes,No,Yes,Unsolved,Poor Website,0,Enterprise,34,31,9285,592.5,0,64
55,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21.0,30.47,11648.96,17.0,636.42,Yes,No,No,Not Applicable,No reason specified,1,Basic,17,17,284,431.36,1,1051
15,F,City,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,13.0,170.37,2469.36,11.0,762.03,Yes,No,Yes,Solved,Poor Website,0,Enterprise,34,28,9528,726.7,1,215
46,F,City,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,11.0,732.81,38191.61,28.0,544.14,Yes,Yes,No,Not Applicable,Too many ads,1,Basic,4,4,319,107.55,24,1095
15,F,City,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,12.0,218.36,12839.55,20.0,1342.299156,Yes,No,Yes,Unsolved,Poor Customer Service,0,Pro,35,27,2701,753.29,4,3
50,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,8.0,134.38,31325.66,23.0,765.23,No,Yes,Yes,Solved in Follow-up,No reason specified,0,Pro,14,13,1209,233.34,0,910
29,F,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20.0,1001.564817,36856.19,20.0,505.26,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1,Basic,11,10,475,168.03,21,73
29,M,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,6.0,161.3,7649.14,6.0,698.25,No,Yes,Yes,Unsolved,Poor Website,1,Basic,12,11,214,222.07,1,526
29,M,City,No,Gift Vouchers/Coupons,Both,Wi-Fi,14.0,383.3,31712.78,16.0,665.32,Yes,No,Yes,No Information Available,Poor Website,1,Basic,17,16,257,493.3,4,432
14,F,City,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16.0,756.68,40574.18,9.0,763.68,Yes,Yes,Yes,Unsolved,No reason specified,0,Enterprise,36,30,12601,589.42,0,427
30,F,Village,Yes,Without Offers,Desktop,Mobile_Data,7.0,34.31,34935.11,25.0,666.62,Yes,No,Yes,Unsolved,Poor Customer Service,1,Basic,9,9,568,118.42,6,1071
48,F,Town,No,Without Offers,Smartphone,Fiber_Optic,13.0,159.53,28535.24,10.0,945.4198557,No,Yes,Yes,Solved in Follow-up,No reason specified,0,Enterprise,33,28,9429,537.95,2,137
61,M,Town,No,Without Offers,Smartphone,Mobile_Data,16.0,50.48,45355.03,26.0,792.28,No,Yes,Yes,Unsolved,No reason specified,0,Enterprise,56,45,8210,1368.95,0,682
26,F,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,5.0,174.18,15557.78,16.0,658.67,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1,Basic,18,18,280,492.72,17,148
18,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21.0,141.18,4605.59,18.0,698.25,No,Yes,No,Not Applicable,Too many ads,1,Basic,11,10,264,283.19,8,330
10,F,Town,Yes,Without Offers,Smartphone,Mobile_Data,14.0,61.95,44415.71,9.0,698.25,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,6,6,453,83.44999999999999,11,583
24,F,City,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,11.0,174.18,32565.93,19.0,768.64,Yes,No,Yes,Unsolved,No reason specified,0,Pro,30,26,1639,837.85,0,1068
20,F,Town,No,Without Offers,Smartphone,Wi-Fi,22.0,39.42,22254.23,11.0,698.25,Yes,No,Yes,Unsolved,Poor Website,1,Basic,11,11,338,236.99,9,48
32,M,City,Yes,Without Offers,Desktop,Wi-Fi,8.0,507.44,10011.44,5.0,659.55,Yes,Yes,No,Not Applicable,Poor Product Quality,1,Basic,9,8,273,173.31,13,40
37,M,City,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16.0,174.18,17459.32,1.0,725.88,Yes,No,Yes,Solved,Quality Customer Care,0,Enterprise,53,39,8237,1348.72,0,877
13,F,Town,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,13.0,791.42,20953.76,26.0,270.7186809,Yes,Yes,Yes,Unsolved,Too many ads,1,Basic,16,14,324,365.33,6,297
21,F,Town,No,Without Offers,Smartphone,Mobile_Data,13.0,462.29,96668.26,2.0,775.63,No,Yes,Yes,Solved,Reasonable Price,0,Enterprise,34,29,10382,621.87,1,466
26,F,City,Yes,Without Offers,Smartphone,Wi-Fi,14.0,42.73,9875.88,21.0,740.98,No,Yes,No,Not Applicable,Poor Customer Service,0,Enterprise,58,42,11328,1503.55,2,133
45,M,Town,Yes,Credit/Debit Card Offers,Both,Mobile_Data,19.0,514.41,5508.1,18.0,690.48,Yes,No,No,Not Applicable,No reason specified,1,Basic,12,12,371,259.31,2,329
40,F,Town,No,Without Offers,Desktop,Fiber_Optic,19.0,352.87,18571.49,10.0,686.35,No,Yes,No,Not Applicable,Poor Website,1,Pro,33,30,2275,796.07,1,374
64,M,Town,No,Credit/Debit Card Offers,Desktop,Mobile_Data,5.0,42.32,823.68,5.0,1204.406754,Yes,No,No,Not Applicable,No reason specified,0,Pro,31,26,2071,464.87,5,272
11,F,Town,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,13.0,32.45,20892.98,19.0,645.95,No,Yes,No,Not Applicable,Too many ads,1,Pro,26,24,2564,541.62,0,183
39,F,Town,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,22.0,361.94,19560.6,13.0,1007.988038,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,13,12,433,243.16,17,467
16,F,Town,No,Credit/Debit Card Offers,Desktop,Mobile_Data,10.0,168.46,24486.1,25.0,608.99,Yes,No,No,Not Applicable,No reason specified,1,Basic,20,18,339,340.9,15,436
53,F,Town,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,7.0,174.18,7433.08,23.0,759.49,No,Yes,Yes,Solved,Poor Customer Service,0,Pro,43,35,2052,1118.95,2,364
18,F,City,No,Credit/Debit Card Offers,Desktop,Mobile_Data,16.0,226.17,38703.21,16.0,711.23,Yes,No,No,Not Applicable,Poor Customer Service,0,Enterprise,35,32,8005,696.9399999999999,0,24
23,M,Town,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,19.0,102.71,14471.06,9.0,684.5,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,9,8,286,136.78,7,679
24,M,Town,No,Credit/Debit Card Offers,Both,Wi-Fi,17.0,228.66,32769.48,5.0,778.86,Yes,No,No,Not Applicable,Quality Customer Care,0,Enterprise,25,20,11140,317.39,1,374
28,M,City,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,14.0,268.18,44787.96,19.0,744.5,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,0,Pro,36,31,1512,947.9,1,1075
57,M,City,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,17.0,190.09,14910.11,16.0,649.93,No,Yes,Yes,Solved in Follow-up,Poor Website,1,Basic,14,12,314,236.68,5,391
33,F,Town,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13.0,326.08,8743.09,28.0,143.855729,Yes,Yes,No,Not Applicable,Poor Customer Service,1,Basic,18,16,585,426.23,10,703
55,M,City,Yes,Without Offers,Desktop,Wi-Fi,19.0,41.8,16372.13,13.0,778.04,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,51,39,11241,931.97,1,861
22,F,Town,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16.0,192.09,63531.13,16.0,780.84,Yes,No,No,Not Applicable,Quality Customer Care,0,Enterprise,57,45,15519,1300.94,0,28
48,M,Town,No,Without Offers,Desktop,Wi-Fi,17.0,717.12,18445.45,26.0,1216.631947,Yes,No,No,Not Applicable,Poor Product Quality,1,Pro,18,15,2367,268.53,3,265
21,M,Town,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,10.0,93.73,29826.63,5.0,644.87,Yes,No,Yes,Unsolved,Poor Customer Service,1,Basic,19,16,432,351.84000000000003,4,414
10,F,Town,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,10.0,156.83,21589.83,10.0,573.06,Yes,No,Yes,Solved in Follow-up,Poor Website,1,Basic,20,18,285,453.39,4,670
12,F,City,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,9.0,483.13,32414.39,15.0,615.89,Yes,No,Yes,Solved,No reason specified,1,Basic,9,9,284,237.32,12,645
18,F,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,555.85,4763.05,11.0,702.35,Yes,No,Yes,No Information Available,No reason specified,1,Pro,35,30,1741,969.09,1,1096
51,F,City,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,11.0,652.29,43359.04,19.0,508.08,Yes,No,Yes,Solved,Poor Customer Service,1,Basic,11,10,280,264.14,15,557
41,F,Village,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,7.0,425.7,38960.29,24.0,335.3954891,No,Yes,Yes,No Information Available,No reason specified,1,Basic,15,15,244,294.95,13,285
27,F,Town,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,18.0,33.89,42199.2,14.0,789.24,No,Yes,Yes,Unsolved,Poor Product Quality,0,Pro,28,22,2544,703.46,4,928
19,F,Town,No,Without Offers,Desktop,Wi-Fi,13.0,69.21,42201.11,18.0,621.71,Yes,No,Yes,Unsolved,Poor Customer Service,1,Pro,30,22,3282,520.92,1,171
23,M,City,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,20.0,88.67,37981.45,11.0,660.73,No,Yes,No,Not Applicable,No reason specified,1,Pro,27,23,1501,791.25,5,645
30,F,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12.0,49.83,19139.26,27.0,609.62,Yes,No,Yes,Solved in Follow-up,Poor Website,1,Basic,15,11,319,419.71,1,958
36,F,Town,No,Without Offers,Smartphone,Wi-Fi,11.0,80.59,47746.28,15.0,698.25,Yes,No,Yes,Unsolved,No reason specified,0,Enterprise,26,22,9271,450.94,0,947
50,M,Town,No,Credit/Debit Card Offers,Both,Fiber_Optic,11.0,406.37,22627.29,17.0,669.05,Yes,No,No,Not Applicable,Poor Website,1,Basic,8,8,344,90.59,8,354
61,F,City,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,4.0,176.49,33480.61,16.0,637.55,No,Yes,No,Not Applicable,Too many ads,1,Basic,6,6,228,118.02,21,610
44,F,Town,Yes,Credit/Debit Card Offers,Both,Wi-Fi,18.0,573.88,5353.46,35.87867661,640.56,No,Yes,Yes,Unsolved,No reason specified,1,Basic,24,22,279,841.05,3,92
28,M,City,No,Credit/Debit Card Offers,Both,Wi-Fi,25.0,332.77,9478.31,29.0,732.12,Yes,No,No,Not Applicable,Poor Customer Service,0,Enterprise,37,30,10288,667.1899999999999,0,649
58,F,City,No,Without Offers,Desktop,Wi-Fi,5.0,469.06,13161.66,9.0,436.2997286,No,Yes,No,Not Applicable,Poor Customer Service,0,Pro,29,21,1710,639.84,6,918
21,M,City,No,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,63.66,31421.53,6.0,293.8697761,No,Yes,No,Not Applicable,Poor Product Quality,1,Pro,18,14,2910,276.11,5,665
17,F,City,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,3.0,644.22,39077.75,29.0,698.25,Yes,Yes,No,Not Applicable,No reason specified,0,Pro,39,32,2300,1010.63,4,928
20,F,City,No,Credit/Debit Card Offers,Both,Wi-Fi,13.0,313.82,45708.08,13.0,721.28,Yes,Yes,No,Not Applicable,Quality Customer Care,0,Pro,34,26,2856,897.8199999999999,1,590
49,M,Town,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,16.0,105.17,36653.19,17.0,761.29,No,Yes,No,Not Applicable,User Friendly Website,0,Enterprise,55,37,9690,1260.33,2,74
25,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11.0,36.36,17439.72,10.0,628.14,No,Yes,Yes,Unsolved,Too many ads,1,Basic,7,7,315,114.58,19,901
27,M,Town,Yes,Without Offers,Smartphone,Wi-Fi,22.0,1173.68,17556.21,7.0,696.41,No,Yes,Yes,No Information Available,Poor Customer Service,1,Pro,41,34,2510,1206.19,3,224
37,M,City,Yes,Without Offers,Smartphone,Wi-Fi,22.0,305.05,30286.93,15.0,669.23,Yes,Yes,No,Not Applicable,Poor Customer Service,1,Basic,14,14,537,370.59,2,1034
40,M,City,Yes,Without Offers,Both,Wi-Fi,5.0,513.31,4018.29,16.0,1751.304195,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,0,Pro,15,15,2318,229.72,6,204
46,M,Village,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,9.0,544.18,43236.29,18.0,818.16,Yes,No,Yes,Unsolved,Products always in Stock,0,Enterprise,43,35,8614,896.91,1,52
42,F,Town,Yes,Without Offers,Smartphone,Mobile_Data,21.0,116.98,10059.59,28.0,774.98,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,27,23,7905,485.82,1,698
24,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,16.0,103.17,8719.64,23.0,1199.67348,No,Yes,No,Not Applicable,Too many ads,1,Basic,16,16,341,457.55,4,619
35,F,City,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,20.0,181.21,5413.7,29.0,750.61,No,Yes,Yes,Unsolved,Poor Product Quality,0,Pro,21,19,1834,506.59,4,95
21,M,Town,No,Without Offers,Desktop,Wi-Fi,3.0,157.22,21750.12,14.0,837.9617957,Yes,No,Yes,Solved in Follow-up,Poor Website,1,Basic,15,15,377,256.99,0,1033
23,M,Town,No,Without Offers,Desktop,Wi-Fi,24.0,1153.317781,1063.54,16.0,620.76,No,Yes,Yes,Solved,No reason specified,1,Basic,9,9,305,187.31,4,591
54,F,Town,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,10.0,177.84,25122.5,7.0,760.23,Yes,No,Yes,Solved in Follow-up,Too many ads,0,Enterprise,41,33,8986,948.28,6,588
52,M,Town,Yes,Without Offers,Desktop,Wi-Fi,18.0,92.48,57069.94,1.0,835.01,No,Yes,No,Not Applicable,User Friendly Website,0,Enterprise,49,40,11717,1194.82,1,560
33,F,Village,Yes,Without Offers,Desktop,Fiber_Optic,15.0,48.85,16701.0,16.0,596.41,Yes,No,Yes,Unsolved,Too many ads,1,Basic,18,17,283,521.58,15,447
21,M,City,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,26.0,64.87,99593.56,15.0,698.25,Yes,No,No,Not Applicable,User Friendly Website,0,Enterprise,31,27,9390,544.9399999999999,1,380
27,M,Village,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9.0,449.1,28607.85,25.0,647.89,Yes,No,Yes,Unsolved,Poor Website,1,Pro,34,29,2571,1064.82,0,465
23,F,City,No,Credit/Debit Card Offers,Desktop,Mobile_Data,1.0,304.64,5547.83,8.0,729.31,Yes,No,No,Not Applicable,Poor Product Quality,0,Enterprise,48,40,11047,1305.75,1,685
61,F,Town,No,Without Offers,Desktop,Fiber_Optic,10.0,1641.275316,49574.43,10.0,601.71,No,Yes,Yes,Solved,Too many ads,1,Pro,19,16,1897,291.8,2,611
47,M,Town,Yes,Without Offers,Desktop,Wi-Fi,18.0,179.95,43818.95,38.81226455,540.23,Yes,No,No,Not Applicable,Too many ads,1,Basic,14,13,564,302.4,2,808
21,F,City,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12.0,238.61,14350.24,26.0,697.88,Yes,No,Yes,No Information Available,Too many ads,1,Basic,18,17,419,256.19,6,7
54,F,City,Yes,Without Offers,Smartphone,Wi-Fi,16.0,269.52,15243.41,5.0,208.2100286,No,Yes,No,Not Applicable,Poor Website,1,Basic,17,16,259,403.63,4,404
22,M,City,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13.0,1140.247254,21271.5,15.0,714.51,Yes,No,Yes,No Information Available,Too many ads,1,Basic,7,7,343,110.0,0,89
37,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21.0,32.3,13056.61,16.0,666.22,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,15,12,308,365.94,0,795
56,M,City,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,16.0,536.31,26313.67,29.0,674.72,Yes,No,Yes,Solved,Poor Product Quality,1,Pro,30,27,1628,714.97,5,205
27,F,Town,No,Credit/Debit Card Offers,Desktop,Mobile_Data,9.0,161.01,10877.64,11.0,438.2709259,No,Yes,Yes,Unsolved,Products always in Stock,0,Pro,19,16,1495,287.56,0,533
14,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,12.0,224.82,32280.55,25.0,661.37,No,Yes,No,Not Applicable,No reason specified,1,Pro,21,18,1583,625.12,10,933
64,F,City,No,Credit/Debit Card Offers,Desktop,Wi-Fi,14.0,40.37,22898.29,17.0,1274.098125,Yes,No,No,Not Applicable,Products always in Stock,0,Pro,29,23,2196,571.2,5,506
12,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,13.0,30.32,41303.49,19.0,529.2,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,6,6,294,67.08,17,752
33,F,City,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13.0,775.71,19920.82,28.0,615.57,Yes,Yes,Yes,Solved,Poor Customer Service,1,Pro,14,13,1930,251.57,2,92
51,M,Town,No,Without Offers,Desktop,Mobile_Data,22.0,30.02,38596.32,8.0,689.3537487,Yes,No,No,Not Applicable,Poor Website,0,Pro,31,27,1749,747.12,12,478
34,M,Village,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,15.0,97.77,58736.1,5.0,197.7956981,Yes,No,Yes,Solved in Follow-up,Products always in Stock,0,Pro,13,12,2041,174.18,6,947
44,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,8.0,185.17,22206.84,27.0,777.98,Yes,No,No,Not Applicable,No reason specified,0,Pro,30,25,1788,824.0,3,683
32,F,Village,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,12.0,55.91,64534.85,2.0,798.13,Yes,No,Yes,Unsolved,Products always in Stock,0,Pro,33,30,2470,591.74,4,808
45,F,Town,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14.0,57.37,46160.4,9.0,613.49,No,Yes,No,Not Applicable,Poor Website,1,Basic,14,13,324,369.65,0,683
10,F,City,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,10.0,73.23,7565.44,10.0,698.25,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,50,36,7381,1364.21,1,980
19,F,City,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,12.0,114.27,27306.06,26.0,503.49,Yes,No,No,Not Applicable,No reason specified,1,Basic,17,15,259,315.2,5,294
41,F,Town,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16.0,37.29,25573.53,16.0,760.19,No,Yes,No,Not Applicable,Poor Website,0,Pro,17,16,1702,338.62,6,256
60,F,City,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13.0,278.5,18521.36,23.0,673.92,Yes,No,Yes,Solved,Poor Website,1,Basic,15,14,297,481.54,18,189
25,F,Town,No,Without Offers,Both,Mobile_Data,16.0,210.08,39102.74,8.0,785.36,Yes,No,Yes,Unsolved,Poor Customer Service,0,Enterprise,40,31,12987,639.91,11,535
48,M,Town,No,Credit/Debit Card Offers,Desktop,Mobile_Data,15.0,30.75,19112.92,16.0,692.25,Yes,No,No,Not Applicable,Too many ads,1,Basic,9,9,301,253.82,4,938
10,F,Town,No,Credit/Debit Card Offers,Both,Wi-Fi,11.0,283.03,48310.92,22.0,698.55,Yes,No,Yes,Unsolved,Poor Product Quality,1,Basic,9,8,293,86.23,2,628
33,M,Town,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13.0,908.98,31582.37,11.0,698.25,Yes,Yes,No,Not Applicable,Poor Customer Service,1,Basic,8,8,526,109.9,7,239
