age,gender,security_no,region_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_session_duration,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn,plan_tier,logins_90d,active_days_90d,api_calls_90d,session_minutes_90d,days_since_active
43,M,KXO9O9R,Town,14-03-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15:36:24,14,101.33,38554.74,4,708.16,Yes,No,Yes,Unsolved,Quality Customer Care,0,Enterprise,45,36,9426,967.1999999999999,0
25,M,I26J0EC,City,04-07-2015,?,CID35618,Credit/Debit Card Offers,Desktop,Mobile_Data,14:35:44,5,176.06,9624.75,33.9589405,677.96,No,Yes,Yes,Solved in Follow-up,No reason specified,1,Pro,35,29,2351,951.53,1
11,M,NJD0CET,Town,31-07-2017,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,17:44:52,11,79.24,17004.03,20,675.1,No,Yes,No,Not Applicable,Too many ads,1,Pro,29,29,1935,555.4300000000001,2
23,F,J13ZAZF,,05-08-2015,Yes,CID40791,Credit/Debit Card Offers,Desktop,Mobile_Data,21:23:38,12,137.93,13961.03,9,793.62,No,Yes,No,Not Applicable,Poor Product Quality,0,Enterprise,52,38,15838,1412.3899999999999,3
60,F,5JIBQLM,Town,04-02-2015,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,14:49:39,10,327.95,31157.49,29,607.99,No,Yes,No,Not Applicable,Too many ads,1,Pro,19,14,2005,209.1,5
37,M,Q0ERMH9,City,28-10-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9:37:38,9,236.11,42577.62,16,687.09,No,Yes,Yes,Unsolved,Poor Customer Service,1,Basic,15,14,366,377.6,6
21,F,QLIKCIY,City,13-09-2015,Yes,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11:42:37,23,141.73,10467.78,22,977.9850526,Yes,No,No,Not Applicable,Poor Website,1,Basic,17,16,363,413.18,0
48,M,CFYRO88,City,21-11-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17:25:02,14,947.589296,65635.33,6,743.5,No,Yes,Yes,Solved,Quality Customer Care,0,Enterprise,23,22,13456,324.69,1
50,M,KCVTO45,City,10-12-2016,Yes,CID31382,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12:15:39,3,399.34,40657.24,8,182.0803439,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,1,Basic,21,19,356,571.55,0
44,F,X8FNPX3,Village,15-11-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,19:26:22,12,235.62,21873.56,23,767.6,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,59,47,7910,1673.41,0
52,F,Z9GLZZY,Town,14-12-2016,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,8:16:51,22,130.7,8499.55,13,816.85,No,Yes,No,Not Applicable,Reasonable Price,0,Pro,16,15,2115,328.59,0
44,M,7QZQQBD,Village,09-08-2015,Yes,CID16707,Gift Vouchers/Coupons,Both,Fiber_Optic,13:09:09,12,1067.25,20366.14,29,697.34,Yes,Yes,Yes,Solved in Follow-up,Poor Website,1,Pro,31,30,3026,725.7,2
38,M,6TNEWOO,City,02-09-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,5:08:34,5,447.97,17959.21,Error,732.22,Yes,Yes,No,Not Applicable,No reason specified,0,Pro,17,17,1751,159.05,10
59,F,ZMWIOAG,Town,30-07-2015,Yes,CID52199,Without Offers,Smartphone,Mobile_Data,5:37:18,23,30.17,15124.04,7,599.21,No,Yes,Yes,Unsolved,Too many ads,1,Basic,9,9,261,142.38,11
12,M,3DHBTKT,City,12-12-2016,Yes,CID35523,Without Offers,Desktop,Mobile_Data,20:41:37,8,134.11,27836.9,12,617.2,No,Yes,Yes,Solved in Follow-up,Too many ads,1,Pro,22,18,2702,421.46000000000004,0
50,M,OTHKQQV,,27-07-2017,Yes,CID3212,Credit/Debit Card Offers,Both,Mobile_Data,19:09:58,16,440.7,47229.8,10,700.89,Yes,Yes,No,Not Applicable,Poor Customer Service,0,Enterprise,33,29,8460,602.46,4
40,F,KJTM1XJ,Town,22-01-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,19:41:31,17,165.77,10473.15,16,,No,Yes,No,Not Applicable,Too many ads,0,Pro,33,25,1943,758.36,0
19,F,X3O4QU7,Town,06-04-2017,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,6:46:41,7,139.15,29136.83,5,707.15,Yes,No,Yes,Solved in Follow-up,Poor Website,1,Basic,17,15,388,356.0,1
50,F,56Y70VZ,City,19-04-2016,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,14:08:58,11,33.64,12297.07,13,653.9,No,Yes,No,Not Applicable,Poor Customer Service,1,Pro,30,26,1562,867.48,0
20,M,Z2Q4SS0,City,23-10-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,7:09:13,5,460.58,38429.57,26,731.0,Yes,No,Yes,No Information Available,No reason specified,0,Enterprise,49,37,7706,1186.75,0
45,F,UYLKVHK,Village,20-06-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,0:13:03,-999,34.87,8466.84,27,626.32,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1,Basic,9,9,244,112.07,9
45,M,2RMCT42,City,09-01-2017,Yes,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,6:48:35,7,108.7,49853.52,12,,No,Yes,Yes,Solved in Follow-up,Too many ads,1,Pro,12,12,1775,183.1,19
13,F,CTAXAYD,,06-07-2015,?,CID4300,,Smartphone,Wi-Fi,13:38:49,10,292.36,88600.97,5,,Yes,No,No,Not Applicable,Reasonable Price,0,Enterprise,46,32,12048,1228.42,2
38,M,AX67LXF,City,13-07-2016,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,7:46:53,4,105.69,35668.87,46.43232755,765.58,No,Yes,No,Not Applicable,No reason specified,0,Enterprise,58,39,7041,1705.42,4
37,M,HHSRGG3,Town,07-11-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,20:56:16,12,154.85,30108.3,11,619.46,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,16,14,422,399.36,6
13,M,PALLHR4,City,24-06-2016,Yes,CID35561,Gift Vouchers/Coupons,?,Mobile_Data,19:44:46,7,32.85,30713.72,Error,761.33,No,Yes,No,Not Applicable,No reason specified,0,Pro,32,29,2662,846.91,0
37,M,QA42QDK,Town,17-12-2017,?,CID50825,Gift Vouchers/Coupons,Both,Mobile_Data,22:06:56,-999,1118.85,11543.11,Error,710.22,Yes,Yes,No,Not Applicable,Quality Customer Care,0,Enterprise,55,41,6151,1607.28,0
26,F,XHFIOEL,Village,03-01-2015,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,4:33:34,15,30.55,14011.74,20,751.04,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,50,36,9066,1373.24,6
16,F,T9NIIO1,,13-07-2016,Yes,CID35955,Without Offers,?,Fiber_Optic,3:05:01,6,176.14,5235.37,19,1150.633246,No,Yes,No,Not Applicable,No reason specified,1,Pro,35,28,2792,924.11,1
58,F,ILPFP9W,Town,17-08-2015,Yes,CID10522,Gift Vouchers/Coupons,Smartphone,Mobile_Data,7:28:04,9,122.79,15545.59,19,796.73,Yes,No,No,Not Applicable,Products always in Stock,0,Enterprise,44,36,11819,878.39,3
49,M,GGF3EPT,Village,15-01-2015,Yes,CID16782,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9:55:10,10,180.55,35990.67,5,,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,16,14,411,410.67,4
40,M,QZ7ZB3J,Town,29-03-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,13:28:25,17,41.25,14535.36,12,508.81,No,Yes,No,Not Applicable,Poor Website,1,Basic,17,15,389,469.39,1
58,M,NLBC9QB,Town,28-02-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10:27:45,5,171.51,40972.7,52.16060017,376.1008263,Yes,No,Yes,No Information Available,Poor Website,0,Enterprise,25,22,8854,346.89,0
32,F,LU0MKWE,Town,04-10-2017,Yes,CID23403,Credit/Debit Card Offers,Both,Mobile_Data,4:47:24,4,550.82,45054.72,5,780.7,Yes,Yes,No,Not Applicable,Poor Customer Service,0,Enterprise,32,26,9108,584.99,0
46,M,9SBBNB5,Town,21-06-2016,Yes,CID51746,Credit/Debit Card Offers,Desktop,Wi-Fi,6:37:40,4,2003.13,6631.65,10,668.87,Yes,Yes,Yes,Solved in Follow-up,Poor Website,1,Basic,16,16,364,357.44,5
35,M,RYDDF79,,16-10-2017,Yes,CID41179,Without Offers,Both,Wi-Fi,7:50:50,13,799.77,66877.23,1,701.97,Yes,Yes,No,Not Applicable,User Friendly Website,0,Pro,34,28,2239,915.98,5
56,M,IDC4JUR,Town,23-07-2017,?,CID62219,Without Offers,Smartphone,Fiber_Optic,21:07:01,12,305.89,19503.15,Error,567.42,Yes,No,Yes,Solved,Poor Customer Service,1,Basic,6,6,376,92.04,1
27,M,RGIPHDU,,09-12-2017,No,xxxxxxxx,Without Offers,?,Wi-Fi,3:41:27,7,138.03,897.74,19,745.56,Yes,No,No,Not Applicable,Poor Website,0,Pro,18,15,1861,255.31,7
28,F,HK6FAYA,City,04-08-2015,Yes,CID34338,Credit/Debit Card Offers,Smartphone,Wi-Fi,1:02:18,9,1061.33,29650.2,4,764.02,Yes,No,Yes,Solved,Products always in Stock,0,Enterprise,36,30,13589,877.86,0
33,M,JK8GHL1,Village,20-11-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,14:58:33,5,120.55,59837.43,5,842.48,Yes,No,Yes,Solved,Reasonable Price,0,Enterprise,29,25,10693,375.0,0
52,F,1AHYNSQ,Village,27-04-2016,Yes,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,13:59:20,14,105.03,36091.97,23,749.6,Yes,No,Yes,Solved,Poor Customer Service,0,Enterprise,47,36,10032,1157.68,0
38,F,4DYKPYM,Town,17-11-2015,?,CID54710,Credit/Debit Card Offers,Desktop,Mobile_Data,8:49:43,13,206.44,30828.13,13,504.01,No,Yes,Yes,Solved,Poor Website,1,Basic,9,9,254,139.95,0
18,M,FYN803C,Town,03-03-2017,Yes,CID9946,Gift Vouchers/Coupons,Desktop,Fiber_Optic,0:02:17,15,118.06,1291.66,9,612.12,Yes,No,Yes,No Information Available,Too many ads,1,Basic,17,16,336,326.73,11
26,M,VX3V16O,Town,31-07-2016,Yes,CID36480,Credit/Debit Card Offers,Desktop,Fiber_Optic,1:56:31,19,593.79,40129.38,17,759.53,Yes,Yes,No,Not Applicable,Reasonable Price,0,Pro,27,22,2061,763.26,7
58,F,58GM64F,Town,02-09-2017,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,10:06:15,22,34.72,32685.38,24,565.06,Yes,No,Yes,Unsolved,No reason specified,1,Basic,8,8,401,69.36,1
25,F,R414LGA,Village,24-01-2015,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,0:05:55,22,-809.4094555,82532.9,7,848.44,No,Yes,No,Not Applicable,Reasonable Price,0,Enterprise,45,38,7175,1191.82,2
61,F,Z60F3AJ,City,18-07-2015,Yes,CID28060,Without Offers,Desktop,Fiber_Optic,12:27:19,18,241.28,21796.01,28,662.2,Yes,Yes,Yes,No Information Available,Poor Website,1,Pro,22,21,1910,567.98,1
34,M,KYGVOTT,City,18-09-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,7:21:08,12,31.86,18063.79,5,714.7,No,Yes,Yes,No Information Available,Poor Customer Service,1,Basic,10,10,275,195.88,6
54,F,PIVSCPF,,26-09-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,0:47:22,21,32.67,5400.48,28,708.25,Yes,No,Yes,No Information Available,Poor Website,1,Pro,32,28,1573,686.37,0
51,F,TZTJNSJ,Town,12-12-2016,Yes,CID10326,Credit/Debit Card Offers,Desktop,Mobile_Data,13:41:15,6,33.42,45614.95,19,534.28,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,4,4,385,57.81,4
19,M,6SBY0AQ,,15-03-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,13:00:19,17,68.04,14632.35,6,699.19,No,Yes,No,Not Applicable,Too many ads,1,Basic,9,9,409,134.01999999999998,3
59,F,NINRH42,City,05-02-2016,Yes,CID6139,Gift Vouchers/Coupons,Smartphone,Wi-Fi,5:01:52,17,616.52,23623.87,15,630.49,No,Yes,Yes,No Information Available,Poor Website,1,Basic,18,16,221,624.98,5
11,M,VN1M8J2,Town,10-12-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,19:14:18,11,72.74,44656.79,Error,545.3,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,18,18,349,424.38,2
32,F,D9UKKB9,City,24-12-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,21:01:17,-999,37.88,14387.68,22,683.37,Yes,No,Yes,Solved,Poor Website,0,Basic,18,17,305,375.63,5
61,F,1MDKTAJ,City,18-03-2016,Yes,CID36182,Without Offers,Both,Wi-Fi,3:09:30,8,-351.8146092,2510.51,26,674.91,No,Yes,No,Not Applicable,Poor Website,1,Basic,10,10,402,227.02,0
49,M,O2EA6HS,Village,06-12-2015,Yes,CID40060,Credit/Debit Card Offers,Desktop,Fiber_Optic,6:17:58,20,31.99,8743.74,10,756.06,Yes,No,Yes,Solved,Poor Customer Service,0,Enterprise,36,31,9368,625.53,1
23,M,X8B2DBX,Village,12-04-2016,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,6:36:13,11,180.18,38952.95,26,790.69,Yes,No,No,Not Applicable,Poor Product Quality,0,Enterprise,29,28,13550,540.13,2
62,M,OA2YWNY,City,11-03-2015,Yes,CID48490,Gift Vouchers/Coupons,Desktop,Mobile_Data,10:37:59,19,78.09,7718.63,8,85.98077275,No,Yes,Yes,Unsolved,Poor Product Quality,1,Basic,15,15,323,337.31,8
30,F,XZA9LZ1,City,04-04-2015,Yes,CID44272,Credit/Debit Card Offers,Smartphone,Mobile_Data,6:06:23,10,788.01,70019.45,1,745.14,No,Yes,Yes,Solved in Follow-up,Products always in Stock,0,Pro,34,30,1316,898.39,4
59,F,J0SLOU9,Village,02-09-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,12:50:36,4,480.94,49414.37,24,724.13,Yes,No,Yes,Unsolved,Poor Website,0,Enterprise,64,50,9854,2052.02,4
45,F,DRUGLV3,Town,09-07-2016,Yes,CID29060,Gift Vouchers/Coupons,?,Fiber_Optic,7:15:30,2,1047.6,26853.25,14,660.46,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,16,16,347,473.46999999999997,9
47,F,NVSPYC2,Town,30-09-2017,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,0:42:21,10,143.82,11420.79,9,790.82,No,Yes,No,Not Applicable,Too many ads,0,Pro,26,23,1936,583.98,4
31,M,BDETK10,Town,29-03-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,7:58:47,12,49.4,20734.99,18,678.49,Yes,No,No,Not Applicable,Too many ads,1,Basic,6,6,226,105.29,12
26,F,G81L2MP,City,29-05-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,9:19:06,8,310.01,46649.95,40.60196525,730.25,Yes,Yes,Yes,Solved,Poor Customer Service,0,Pro,21,15,1429,338.45,0
47,M,ZCFQVP3,City,09-12-2015,?,CID58884,Without Offers,Both,Fiber_Optic,22:38:24,10,499.43,5253.15,44.9839758,613.13,Yes,No,No,Not Applicable,No reason specified,1,Basic,18,17,306,549.72,8
57,M,IJ5PEZW,City,08-05-2017,Yes,CID5755,Gift Vouchers/Coupons,Both,Wi-Fi,12:00:56,8,667.79,38419.03,11,768.63,Yes,Yes,Yes,Solved,Reasonable Price,0,Enterprise,30,22,9818,471.36,11
56,M,N30LXZ7,,24-09-2016,No,xxxxxxxx,Without Offers,Both,Mobile_Data,23:33:41,18,231.61,30218.04,17,1143.317819,No,Yes,Yes,Solved,Poor Product Quality,0,Pro,25,22,2359,523.25,0
15,F,UH8W2WP,Town,09-05-2016,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,4:55:50,10,161.12,81460.21,4,752.94,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0,Enterprise,38,30,9401,730.78,0
62,M,FQHCLVF,City,01-01-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,21:24:01,23,2290.472306,45794.72,32.92979253,285.4850209,Yes,No,No,Not Applicable,Too many ads,1,Basic,7,7,234,106.2,8
54,M,MRUAZ4B,Town,01-09-2015,Yes,CID60293,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,3:04:31,6,657.52,3243.13,8,775.23,Yes,Yes,No,Not Applicable,Reasonable Price,0,Pro,31,29,2294,754.67,2
49,M,AI9EHP0,City,26-01-2017,Yes,CID49031,Credit/Debit Card Offers,Desktop,Wi-Fi,9:25:31,4,96.23,16040.51,24,718.18,No,Yes,No,Not Applicable,Poor Product Quality,1,Pro,16,15,1583,190.43,3
40,M,SETICTW,Town,16-02-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,6:26:10,9,426.23,32732.64,27,,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1,Basic,15,14,330,381.24,5
47,F,0IWOTZL,City,29-03-2015,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,23:07:01,-999,1400.872671,4193.83,12,655.97,Yes,No,No,Not Applicable,No reason specified,1,Pro,20,18,1781,364.71,10
41,F,B98GTBS,Town,04-06-2016,Yes,CID15176,Without Offers,Desktop,Wi-Fi,23:46:26,16,67.4,2497.51,-19.69702827,685.6,No,Yes,Yes,Unsolved,Poor Product Quality,1,Basic,12,12,302,198.89,14
46,M,JLT080P,City,14-07-2017,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,17:49:42,17,409.18,28058.03,27,,Yes,No,No,Not Applicable,No reason specified,1,Pro,30,26,2045,577.18,1
21,F,BMFOZ67,Village,28-10-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,3:37:24,12,481.66,23539.64,Error,584.34,Yes,No,Yes,Solved,Poor Customer Service,1,Basic,16,14,186,446.03,0
23,F,AG3E80N,City,20-04-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,10:06:33,22,91.65,2455.97,9,,Yes,No,No,Not Applicable,Poor Product Quality,1,Pro,24,22,1637,556.37,4
44,F,09B6F57,City,14-05-2017,Yes,CID54627,Credit/Debit Card Offers,Smartphone,Mobile_Data,5:56:04,21,32.58,13849.29,29.57142745,1052.629655,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,18,15,295,495.58,0
45,F,RNPRMB5,City,19-01-2016,Yes,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,7:06:04,13,129.83,95104.5,13,795.22,Yes,No,No,Not Applicable,User Friendly Website,0,Pro,11,10,2234,179.58,5
16,F,T0ZEUTU,Town,23-06-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,15:40:34,11,209.39,1780.9,21,1335.898263,Yes,Yes,Yes,No Information Available,Poor Website,0,Pro,12,10,1962,251.1,7
21,M,BMNTPVE,,06-08-2015,Yes,CID54765,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,20:30:05,15,128.11,48625.96,15,635.04,Yes,No,No,Not Applicable,Poor Product Quality,1,Pro,41,32,2459,1032.67,0
53,M,CFR5TKL,,10-01-2017,Yes,CID912,,Smartphone,Mobile_Data,9:12:56,1,143.99,20775.23,10,648.27,Yes,No,Yes,Unsolved,Poor Website,1,Basic,7,7,481,153.17,10
12,F,2W6RTAQ,City,24-12-2016,Yes,CID35456,Without Offers,?,Fiber_Optic,20:22:24,2,535.46,44246.21,29,1060.91743,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,8,8,243,136.82,6
16,M,LLCQ17F,Village,29-07-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,13:22:18,13,427.98,84757.38,11,1307.080276,Yes,No,Yes,Solved,Quality Customer Care,0,Pro,26,22,1694,434.55,8
48,F,GIW4K18,,22-11-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,2:08:51,9,170.95,33130.12,14,1074.684096,No,Yes,No,Not Applicable,Poor Customer Service,0,Pro,33,25,1809,893.39,0
11,F,3CL8X9O,Town,25-07-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,23:35:37,10,249.86,6551.77,25,347.0609994,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,8,7,218,88.22,14
37,M,8W67W1Q,Town,10-05-2015,Yes,CID60611,Gift Vouchers/Coupons,Smartphone,Wi-Fi,5:26:05,25,198.68,39025.25,8,693.24,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,18,16,397,401.72,2
49,M,LL6NPFL,City,24-01-2017,?,CID21071,Without Offers,Smartphone,Mobile_Data,11:52:14,21,90.12,9671.72,19,722.88,Yes,No,Yes,Unsolved,Too many ads,0,Pro,36,28,1511,943.0,4
48,F,J8302CK,,27-04-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12:28:33,8,188.57,19878.39,11,725.86,No,Yes,Yes,Solved in Follow-up,No reason specified,0,Enterprise,42,36,15125,863.56,2
36,F,HAYGFR5,Town,13-09-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,21:25:41,4,32.48,38645.35,29,702.6,No,Yes,No,Not Applicable,Too many ads,0,Enterprise,47,34,8884,1341.8,2
49,M,HDKTRHN,City,28-06-2017,Yes,CID46518,Gift Vouchers/Coupons,Desktop,Mobile_Data,15:03:05,8,289.13,43570.75,18,,No,Yes,Yes,Solved in Follow-up,Too many ads,1,Pro,31,24,2487,675.75,1
62,M,UVC6SVA,Village,04-10-2015,?,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,20:12:59,6,55.29,28013.01,28,681.05,No,Yes,Yes,Solved,Poor Website,1,Pro,30,24,1258,916.81,4
58,M,7YSGYCF,City,26-09-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,12:11:49,5,68.36,35711.89,7,527.71,No,Yes,Yes,No Information Available,No reason specified,1,Basic,14,11,508,254.95,7
35,M,JUOSLA0,,15-02-2017,?,CID1173,Credit/Debit Card Offers,Desktop,Wi-Fi,16:15:59,2,229.5,12009.21,21,846.9343917,Yes,Yes,Yes,Solved,Poor Website,1,Basic,17,15,284,402.25,18
27,F,43AWFIC,Town,11-03-2017,Yes,CID56161,Credit/Debit Card Offers,Smartphone,Wi-Fi,7:56:41,5,285.49,36531.93,29,709.13,Yes,No,No,Not Applicable,Too many ads,0,Pro,30,27,1661,543.12,2
58,F,WIRM5R2,City,30-03-2016,No,xxxxxxxx,Without Offers,Both,Mobile_Data,16:50:56,11,1414.111535,6144.02,10,626.51,Yes,No,Yes,Solved,Poor Customer Service,1,Basic,11,11,270,116.37,12
63,M,NJUSK29,Town,14-09-2016,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,5:46:32,5,143.92,12961.31,18,717.14,Yes,No,Yes,Solved,No reason specified,0,Pro,32,28,1748,698.59,1
26,M,MHPQHGS,Town,15-04-2015,Yes,CID28469,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10:26:15,1,1664.664992,62540.92,1,783.42,Yes,No,No,Not Applicable,Products always in Stock,0,Enterprise,41,34,6300,929.75,1
41,F,2TQE92G,Town,29-08-2017,Yes,CID53429,Without Offers,Desktop,Fiber_Optic,11:26:33,7,72.02,37071.71,9,781.0,Yes,No,Yes,Solved,Poor Website,0,Enterprise,32,26,10997,522.26,0
64,F,4LY3RAJ,Town,12-07-2017,?,CID16636,Without Offers,Both,Mobile_Data,9:39:22,16,336.37,26084.14,6,-170.6662545,Yes,No,Yes,Unsolved,Poor Product Quality,1,Basic,11,10,285,131.84,3
17,M,TD54VZH,City,14-02-2015,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,11:58:13,15,89.82,16986.76,13,706.48,No,Yes,No,Not Applicable,Too many ads,1,Pro,33,26,1828,984.67,2
43,F,RN93LXX,Town,16-12-2017,?,CID36502,Without Offers,Desktop,Wi-Fi,1:53:31,6,448.29,13174.37,6,701.52,No,Yes,Yes,Solved,Poor Customer Service,1,Basic,10,9,268,190.32,19
21,M,7YGH01I,City,08-05-2016,Yes,CID39238,Credit/Debit Card Offers,Desktop,Wi-Fi,21:27:58,15,42.2,4209.97,26,622.34,No,Yes,Yes,Unsolved,Poor Website,1,Basic,10,10,277,166.79,1
60,F,I4B0K8M,City,10-01-2015,?,xxxxxxxx,Without Offers,Desktop,Mobile_Data,19:56:19,4,306.08,40849.42,20,698.7,No,Yes,No,Not Applicable,Poor Website,1,Pro,28,23,2485,837.48,0
53,M,PMCFUQM,Town,12-08-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11:51:02,-999,35.56,39877.99,0.132287549,785.97,Yes,No,No,Not Applicable,Too many ads,0,Pro,30,27,1715,620.06,2
23,F,BO1A3O4,City,12-07-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,13:28:47,20,212.73,37576.42,21,762.53,Yes,No,Yes,Solved,Poor Website,0,Enterprise,25,23,8302,366.58,6
25,F,HKQHTCG,City,09-09-2017,No,xxxxxxxx,Without Offers,?,Mobile_Data,11:59:02,16,223.22,20752.59,Error,608.45,Yes,No,Yes,Unsolved,No reason specified,1,Basic,12,10,287,355.75,8
61,F,GFN04BD,Town,28-08-2015,Yes,CID61025,Without Offers,Smartphone,Wi-Fi,22:06:30,16,32.99,37122.47,26,684.13,No,Yes,Yes,Solved in Follow-up,Poor Website,1,Basic,8,8,276,178.32,16
14,M,87M7932,Town,19-03-2017,?,CID20930,Without Offers,Smartphone,Wi-Fi,23:33:35,-999,256.51,5309.7,27,300.644937,No,Yes,No,Not Applicable,No reason specified,0,Pro,42,31,2187,1408.3,1
60,M,NDHUQ39,City,20-12-2015,Yes,CID52810,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,1:31:53,16,46.57,14114.73,9,788.62,Yes,No,No,Not Applicable,Too many ads,0,Pro,35,30,1774,707.76,5
59,F,PNBR0II,Town,21-01-2016,Yes,CID24810,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16:54:45,13,71.7,939.84,21,630.1,No,Yes,Yes,Solved,Poor Website,1,Pro,46,36,3384,1206.94,2
17,M,HHT4PK7,Village,29-04-2017,Yes,CID57427,Without Offers,Desktop,Mobile_Data,17:46:48,15,537.79,59702.69,14,830.63,No,Yes,Yes,Unsolved,Quality Customer Care,0,Enterprise,46,35,8319,1530.31,1
64,F,295S3JK,City,23-10-2016,Yes,CID39937,Gift Vouchers/Coupons,Both,Wi-Fi,22:15:41,20,862.88,21568.96,5,991.6121266,Yes,Yes,No,Not Applicable,Poor Product Quality,0,Pro,24,21,1369,384.4,5
